Entry,YEAR,COMPLEX,MEADOW,DATE,WATCH,OBSERVER,PLOT,STATUS,SPP_CODE,SPP_NAME,NO_STALK,NO_FLW,TOT_FLW,OLD_TOT_FLW
892,2012,Cone,CNM,8/16/2014,5,Andy,3,NOF,NA,NA,NA,NA,NA,230
897,2012,Cone,CNM,8/16/2014,5,Andy,5,NOF,NA,NA,NA,NA,NA,NA
898,2012,Cone,CNM,8/16/2014,5,Andy,6,NOF,NA,NA,NA,NA,NA,1
900,2012,Cone,CNM,8/16/2014,5,Andy,8,NOF,NA,NA,NA,NA,NA,NA
901,2012,Cone,CNM,8/16/2014,5,Andy,9,NOF,NA,NA,NA,NA,NA,NA
902,2012,Cone,CNM,8/16/2014,5,Andy,10,NOF,NA,NA,NA,NA,NA,16.5
991,2012,Cone,CNT,7/24/2014,2,ND,9,NOF,NA,NA,NA,NA,NA,16.8
1019,2012,Cone,CNT,8/3/2014,3,Vera,9,NOF,NA,NA,NA,NA,NA,14
1048,2012,Cone,CNT,8/16/2014,5,Andy,1,NOF,NA,NA,NA,NA,NA,8
1056,2012,Cone,CNT,8/16/2014,5,Andy,6,NOF,NA,NA,NA,NA,NA,9
1060,2012,Cone,CNT,8/16/2014,5,Andy,8,NOF,NA,NA,NA,NA,NA,280
1260,2012,Carpenter,CPB,8/15/2014,5,Vera,4,NOF,NA,NA,NA,NA,NA,18
1289,2012,Carpenter,CPM,7/2/2014,1,Vera,3,NOF,NA,NA,NA,NA,NA,3
1300,2012,Carpenter,CPM,7/2/2014,1,Carolyn,9,NOF,NA,NA,NA,NA,NA,12
1440,2012,Carpenter,CPM,8/8/2014,4,Andy,1,NOF,NA,NA,NA,NA,NA,84
1492,2012,Carpenter,CPM,8/15/2014,5,Mark,1,NOF,NA,NA,NA,NA,NA,35
1554,2012,Carpenter,CPR,7/2/2014,1,Vera,5,NOF,NA,NA,NA,NA,NA,NA
1555,2012,Carpenter,CPR,7/2/2014,1,Vera,6,NOF,NA,NA,NA,NA,NA,NA
1556,2012,Carpenter,CPR,7/2/2014,1,Vera,7,NOF,NA,NA,NA,NA,NA,NA
1557,2012,Carpenter,CPR,7/2/2014,1,Vera,8,NOF,NA,NA,NA,NA,NA,32.2
1561,2012,Carpenter,CPR,7/2/2014,1,Vera,10,NOF,NA,NA,NA,NA,NA,2
1617,2012,Carpenter,CPR,8/1/2014,3,Vera,4,NOF,NA,NA,NA,NA,NA,NA
1618,2012,Carpenter,CPR,8/1/2014,3,Vera,5,NOF,NA,NA,NA,NA,NA,238
1624,2012,Carpenter,CPR,7/31/2014,3,Vera,9,NOF,NA,NA,NA,NA,NA,NA
1625,2012,Carpenter,CPR,7/31/2014,3,Vera,10,NOF,NA,NA,NA,NA,NA,NA
1626,2012,Carpenter,CPR,8/8/2014,4,Mark,1,NOF,NA,NA,NA,NA,NA,180
1630,2012,Carpenter,CPR,8/8/2014,4,Mark,5,NOF,NA,NA,NA,NA,NA,80
1636,2012,Carpenter,CPR,8/8/2014,4,Mark,9,NOF,NA,NA,NA,NA,NA,NA
1637,2012,Carpenter,CPR,8/8/2014,4,Mark,10,NOF,NA,NA,NA,NA,NA,NA
1638,2012,Carpenter,CPR,8/15/2014,5,Mark,2,NOF,NA,NA,NA,NA,NA,NA
1639,2012,Carpenter,CPR,8/15/2014,5,Mark,3,NOF,NA,NA,NA,NA,NA,NA
1640,2012,Carpenter,CPR,8/15/2014,5,Mark,4,NOF,NA,NA,NA,NA,NA,NA
1641,2012,Carpenter,CPR,8/15/2014,5,Mark,5,NOF,NA,NA,NA,NA,NA,12
1644,2012,Carpenter,CPR,8/15/2014,5,Mark,8,NOF,NA,NA,NA,NA,NA,NA
1645,2012,Carpenter,CPR,8/15/2014,5,Mark,9,NOF,NA,NA,NA,NA,NA,NA
1646,2012,Carpenter,CPR,8/15/2014,5,Mark,10,NOF,NA,NA,NA,NA,NA,1
1719,2012,Carpenter,CPS,7/31/2014,3,Andy,4,NOF,NA,NA,NA,NA,NA,108
1739,2012,Carpenter,CPS,8/8/2014,4,Andy,4,NOF,NA,NA,NA,NA,NA,NA
1741,2012,Carpenter,CPS,8/8/2014,4,Andy,5,NOF,NA,NA,NA,NA,NA,NA
1743,2012,Carpenter,CPS,8/8/2014,4,Andy,6,NOF,NA,NA,NA,NA,NA,NA
1747,2012,Carpenter,CPS,8/8/2014,4,Andy,8,NOF,NA,NA,NA,NA,NA,NA
1732,2012,Carpenter,CPS,8/15/2014,5,Andy,1,NOF,NA,NA,NA,NA,NA,6
1735,2012,Carpenter,CPS,8/15/2014,5,Andy,2,NOF,NA,NA,NA,NA,NA,72
1737,2012,Carpenter,CPS,8/15/2014,5,Andy,3,NOF,NA,NA,NA,NA,NA,1
1740,2012,Carpenter,CPS,8/15/2014,5,Andy,4,NOF,NA,NA,NA,NA,NA,NA
1742,2012,Carpenter,CPS,8/15/2014,5,Andy,5,NOF,NA,NA,NA,NA,NA,NA
1744,2012,Carpenter,CPS,8/15/2014,5,Andy,6,NOF,NA,NA,NA,NA,NA,38
1746,2012,Carpenter,CPS,8/15/2014,5,Andy,7,NOF,NA,NA,NA,NA,NA,NA
1748,2012,Carpenter,CPS,8/15/2014,5,Andy,8,NOF,NA,NA,NA,NA,NA,2
1753,2012,Carpenter,CPS,8/15/2014,5,Andy,10,NOF,NA,NA,NA,NA,NA,2.6
2008,2012,Lookout,LM,8/9/2014,4,Vera,1,NOF,NA,NA,NA,NA,NA,190
2225,2012,Lookout,LO,8/9/2014,4,Vera,7,NOF,NA,NA,NA,NA,NA,114
3066,2012,Frissel,RP1,8/13/2014,4,Mark,1,NOF,NA,NA,NA,NA,NA,21.2
3069,2012,Frissel,RP1,8/13/2014,4,Mark,3,NOF,NA,NA,NA,NA,NA,132.5
3168,2012,Frissel,RP2,8/6/2014,3,Mark,1,NOF,NA,NA,NA,NA,NA,38
3206,2012,Frissel,RP2,8/13/2014,4,Vera,1,NOF,NA,NA,NA,NA,NA,NA
3207,2012,Frissel,RP2,8/13/2014,4,Vera,2,NOF,NA,NA,NA,NA,NA,NA
3208,2012,Frissel,RP2,8/13/2014,4,Vera,3,NOF,NA,NA,NA,NA,NA,NA
3209,2012,Frissel,RP2,8/13/2014,4,Vera,4,NOF,NA,NA,NA,NA,NA,192
3215,2012,Frissel,RP2,8/13/2014,4,Vera,6,NOF,NA,NA,NA,NA,NA,NA
3216,2012,Frissel,RP2,8/13/2014,4,Vera,7,NOF,NA,NA,NA,NA,NA,265
17,2013,Carpenter,CPB,6/28/2013,1,Fabian,5,NOF,NA,NA,NA,NA,NA,106
639,2013,Carpenter,CPR,7/1/2013,1,Scott,10,NOF,NA,NA,NA,NA,NA,1
678,2013,Carpenter,CPR,7/8/2013,2,Scott,10,NOF,NA,NA,NA,NA,NA,58
697,2013,Carpenter,CPR,7/16/2013,3,Fabian,10,NOF,NA,NA,NA,NA,NA,56
703,2013,Carpenter,CPR,7/22/2013,4,Noelle,5,NOF,NA,NA,NA,NA,NA,1
709,2013,Carpenter,CPR,7/22/2013,4,Kyra,10,NOF,NA,NA,NA,NA,NA,NA
710,2013,Carpenter,CPR,7/29/2013,5,ALR,1,NOF,NA,NA,NA,NA,NA,NA
711,2013,Carpenter,CPR,7/29/2013,5,ALR,2,NOF,NA,NA,NA,NA,NA,NA
712,2013,Carpenter,CPR,7/29/2013,5,ALR,3,NOF,NA,NA,NA,NA,NA,NA
713,2013,Carpenter,CPR,7/29/2013,5,ALR,4,NOF,NA,NA,NA,NA,NA,NA
714,2013,Carpenter,CPR,7/29/2013,5,ALR,5,NOF,NA,NA,NA,NA,NA,46
717,2013,Carpenter,CPR,7/29/2013,5,ALR,7,NOF,NA,NA,NA,NA,NA,NA
718,2013,Carpenter,CPR,7/29/2013,5,ALR,8,NOF,NA,NA,NA,NA,NA,100
721,2013,Carpenter,CPR,7/29/2013,5,ALR,10,NOF,NA,NA,NA,NA,NA,NA
722,2013,Carpenter,CPR,8/6/2013,6,Scott,1,NOF,NA,NA,NA,NA,NA,NA
723,2013,Carpenter,CPR,8/6/2013,6,Scott,2,NOF,NA,NA,NA,NA,NA,NA
724,2013,Carpenter,CPR,8/6/2013,6,Scott,3,NOF,NA,NA,NA,NA,NA,NA
725,2013,Carpenter,CPR,8/6/2013,6,Scott,4,NOF,NA,NA,NA,NA,NA,NA
726,2013,Carpenter,CPR,8/6/2013,6,Scott,5,NOF,NA,NA,NA,NA,NA,NA
727,2013,Carpenter,CPR,8/6/2013,6,Scott,6,NOF,NA,NA,NA,NA,NA,NA
728,2013,Carpenter,CPR,8/6/2013,6,Scott,7,NOF,NA,NA,NA,NA,NA,NA
729,2013,Carpenter,CPR,8/6/2013,6,Scott,8,NOF,NA,NA,NA,NA,NA,NA
730,2013,Carpenter,CPR,8/6/2013,6,Scott,9,NOF,NA,NA,NA,NA,NA,NA
731,2013,Carpenter,CPR,8/6/2013,6,Scott,10,NOF,NA,NA,NA,NA,NA,NA
732,2013,Carpenter,CPR,8/14/2013,7,ALR,1,NOF,NA,NA,NA,NA,NA,NA
733,2013,Carpenter,CPR,8/14/2013,7,ALR,2,NOF,NA,NA,NA,NA,NA,NA
734,2013,Carpenter,CPR,8/14/2013,7,ALR,3,NOF,NA,NA,NA,NA,NA,NA
735,2013,Carpenter,CPR,8/14/2013,7,ALR,4,NOF,NA,NA,NA,NA,NA,NA
736,2013,Carpenter,CPR,8/14/2013,7,ALR,5,NOF,NA,NA,NA,NA,NA,NA
737,2013,Carpenter,CPR,8/14/2013,7,ALR,6,NOF,NA,NA,NA,NA,NA,NA
738,2013,Carpenter,CPR,8/14/2013,7,ALR,7,NOF,NA,NA,NA,NA,NA,NA
739,2013,Carpenter,CPR,8/14/2013,7,ALR,8,NOF,NA,NA,NA,NA,NA,NA
740,2013,Carpenter,CPR,8/14/2013,7,ALR,9,NOF,NA,NA,NA,NA,NA,NA
741,2013,Carpenter,CPR,8/14/2013,7,ALR,10,NOF,NA,NA,NA,NA,NA,3
783,2013,Carpenter,CPS,7/8/2013,2,Kyra,3,NOF,NA,NA,NA,NA,NA,27.5
799,2013,Carpenter ,CPS,7/16/2013,3,Noelle,3,NOF,NA,NA,NA,NA,NA,7.5
814,2013,Carpenter,CPS,7/22/2013,4,Fabian,3,NOF,NA,NA,NA,NA,NA,24
817,2013,Carpenter,CPS,7/22/2013,4,Fabian,5,NOF,NA,NA,NA,NA,NA,1800
827,2013,Carpenter,CPS,7/29/2013,5,ALR,1,NOF,NA,NA,NA,NA,NA,97
829,2013,Carpenter,CPS,7/29/2013,5,ALR,3,NOF,NA,NA,NA,NA,NA,NA
830,2013,Carpenter,CPS,7/29/2013,5,ALR,4,NOF,NA,NA,NA,NA,NA,NA
831,2013,Carpenter,CPS,7/29/2013,5,ALR,5,NOF,NA,NA,NA,NA,NA,NA
832,2013,Carpenter,CPS,7/29/2013,5,Scott,6,NOF,NA,NA,NA,NA,NA,NA
833,2013,Carpenter,CPS,7/29/2013,5,Scott,7,NOF,NA,NA,NA,NA,NA,NA
834,2013,Carpenter,CPS,7/29/2013,5,Scott,8,NOF,NA,NA,NA,NA,NA,219
836,2013,Carpenter,CPS,7/29/2013,5,Scott,10,NOF,NA,NA,NA,NA,NA,5
842,2013,Carpenter,CPS,8/6/2013,6,ALR,4,NOF,NA,NA,NA,NA,NA,NA
843,2013,Carpenter,CPS,8/6/2013,6,ALR,5,NOF,NA,NA,NA,NA,NA,NA
844,2013,Carpenter,CPS,8/6/2013,6,Fabian,6,NOF,NA,NA,NA,NA,NA,NA
845,2013,Carpenter,CPS,8/6/2013,6,Fabian,7,NOF,NA,NA,NA,NA,NA,NA
846,2013,Carpenter,CPS,8/6/2013,6,Fabian,8,NOF,NA,NA,NA,NA,NA,252
848,2013,Carpenter,CPS,8/6/2013,6,Fabian,10,NOF,NA,NA,NA,NA,NA,NA
849,2013,Carpenter,CPS,8/13/2013,7,ALR,1,NOF,NA,NA,NA,NA,NA,NA
850,2013,Carpenter,CPS,8/13/2013,7,ALR,2,NOF,NA,NA,NA,NA,NA,NA
851,2013,Carpenter,CPS,8/13/2013,7,ALR,3,NOF,NA,NA,NA,NA,NA,NA
852,2013,Carpenter,CPS,8/13/2013,7,ALR,4,NOF,NA,NA,NA,NA,NA,NA
853,2013,Carpenter,CPS,8/13/2013,7,ALR,5,NOF,NA,NA,NA,NA,NA,NA
854,2013,Carpenter,CPS,8/13/2013,7,ALR,6,NOF,NA,NA,NA,NA,NA,NA
855,2013,Carpenter,CPS,8/13/2013,7,ALR,7,NOF,NA,NA,NA,NA,NA,NA
856,2013,Carpenter,CPS,8/13/2013,7,ALR,8,NOF,NA,NA,NA,NA,NA,7
858,2013,Carpenter,CPS,8/13/2013,7,ALR,10,NOF,NA,NA,NA,NA,NA,10
894,2013,Lookout,LB,7/15/2013,3,Fabian,6,NOF,NA,NA,NA,NA,NA,10
913,2013,Lookout,LB,7/24/2013,4,Kyra,6,NOF,NA,NA,NA,NA,NA,75
926,2013,Lookout,LB,7/30/2013,5,ALR,2,NOF,NA,NA,NA,NA,NA,32
931,2013,Lookout,LB,7/30/2013,5,ALR,6,NOF,NA,NA,NA,NA,NA,102.5
942,2013,Lookout,LB,8/5/2013,6,Scott,2,NOF,NA,NA,NA,NA,NA,24
962,2013,Lookout,LB,8/16/2013,7,ALR,1,NOF,NA,NA,NA,NA,NA,NA
963,2013,Lookout,LB,8/16/2013,7,ALR,2,NOF,NA,NA,NA,NA,NA,14
967,2013,Lookout,LB,8/16/2013,7,Vera,6,NOF,NA,NA,NA,NA,NA,11
1617,2013,Lookout,LO,8/5/2013,6,Scott,3,NOF,NA,NA,NA,NA,NA,52.5
1644,2013,Lookout,LO,8/16/2013,7,Vera,2,NOF,NA,NA,NA,NA,NA,NA
1645,2013,Lookout,LO,8/16/2013,7,Vera,3,NOF,NA,NA,NA,NA,NA,8
1893,2013,Lookout,LS,7/30/2013,5,Scott,3,NOF,NA,NA,NA,NA,NA,105
1928,2013,Lookout,LS,8/5/2013,6,Fabian,3,NOF,NA,NA,NA,NA,NA,40
1949,2013,Lookout,LS,8/20/2013,7,ALR,2,NOF,NA,NA,NA,NA,NA,NA
1950,2013,Lookout,LS,8/20/2013,7,ALR,3,NOF,NA,NA,NA,NA,NA,23
1952,2013,Lookout,LS,8/20/2013,7,ALR,5,NOF,NA,NA,NA,NA,NA,NA
1953,2013,Lookout,LS,8/20/2013,7,ALR,6,NOF,NA,NA,NA,NA,NA,122
2523,2013,Frissel,NE,8/2/2013,5,Noelle,1,NOF,NA,NA,NA,NA,NA,44
2545,2013,Frissel,NE,8/7/2013,6,Fabian,1,NOF,NA,NA,NA,NA,NA,12
2568,2013,Frissel,NE,8/21/2013,7,Vera,2,NOF,NA,NA,NA,NA,NA,NA
2569,2013,Frissel,NE,8/21/2013,7,Vera,3,NOF,NA,NA,NA,NA,NA,NA
2570,2013,Frissel,NE,8/21/2013,7,Vera,4,NOF,NA,NA,NA,NA,NA,175
2803,2013,Frissel,RP1,8/2/2013,5,Kyra,1,NOF,NA,NA,NA,NA,NA,NA
2804,2013,Frissel,RP1,8/2/2013,5,Kyra,2,NOF,NA,NA,NA,NA,NA,107.5
2822,2013,Frissel,RP1,8/7/2013,6,Scott,2,NOF,NA,NA,NA,NA,NA,NA
2823,2013,Frissel,RP1,8/7/2013,6,Scott,3,NOF,NA,NA,NA,NA,NA,149
2831,2013,Frissel,RP1,8/7/2013,6,Kyra,9,NOF,NA,NA,NA,NA,NA,200
2833,2013,Frissel,RP1,8/21/2013,7,ALR,1,NOF,NA,NA,NA,NA,NA,NA
2834,2013,Frissel,RP1,8/21/2013,7,ALR,2,NOF,NA,NA,NA,NA,NA,NA
2835,2013,Frissel,RP1,8/21/2013,7,ALR,3,NOF,NA,NA,NA,NA,NA,13
2837,2013,Frissel,RP1,8/21/2013,7,ALR,5,NOF,NA,NA,NA,NA,NA,50
2839,2013,Frissel,RP1,8/21/2013,7,ALR,7,NOF,NA,NA,NA,NA,NA,NA
2840,2013,Frissel,RP1,8/21/2013,7,ALR,8,NOF,NA,NA,NA,NA,NA,NA
2841,2013,Frissel,RP1,8/21/2013,7,ALR,9,NOF,NA,NA,NA,NA,NA,130
2993,2013,Frissel,RP2,7/23/2013,4,Kyra,1,NOF,NA,NA,NA,NA,NA,5
2998,2013,Frissel,RP2,7/23/2013,4,Kyra,3,NOF,NA,NA,NA,NA,NA,12
3021,2013,Frissel,RP2,8/2/2013,5,Kyra,1,NOF,NA,NA,NA,NA,NA,25.5
3024,2013,Frissel,RP2,8/2/2013,5,Kyra,3,NOF,NA,NA,NA,NA,NA,4
3027,2013,Frissel,RP2,8/2/2013,5,Fabian,7,NOF,NA,NA,NA,NA,NA,370
3047,2013,Frissel,RP2,8/21/2013,7,ALR,1,NOF,NA,NA,NA,NA,NA,4
3049,2013,Frissel,RP2,8/21/2013,7,ALR,3,NOF,NA,NA,NA,NA,NA,NA
3050,2013,Frissel,RP2,8/21/2013,7,ALR,4,NOF,NA,NA,NA,NA,NA,1
3053,2013,Frissel,RP2,8/21/2013,7,ALR,7,NOF,NA,NA,NA,NA,NA,36
1880,2014,Carpenter,CPM,7/2/2014,1,x,9,NOF,NA,NA,NA,NA,NA,2
1881,2014,Carpenter,CPR,7/4/2014,1,x,10,NOF,NA,NA,NA,NA,NA,7
1882,2014,Carpenter,CPR,7/10/2014,2,x,10,NOF,NA,NA,NA,NA,NA,20
1862,2014,Carpenter,CPR,7/29/2014,3,KH,5,NOF,NA,NA,NA,NA,NA,3
1869,2014,Carpenter,CPR,7/29/2014,3,KH,10,NOF,NA,NA,NA,NA,NA,5
1857,2014,Carpenter,CPR,7/31/2014,4,IP,2,NOF,NA,NA,NA,NA,NA,NA
1859,2014,Carpenter,CPR,7/31/2014,4,IP,3,NOF,NA,NA,NA,NA,NA,14
1863,2014,Carpenter,CPR,7/31/2014,4,IP,5,NOF,NA,NA,NA,NA,NA,6
1870,2014,Carpenter,CPR,7/31/2014,4,IP,10,NOF,NA,NA,NA,NA,NA,NA
1856,2014,Carpenter,CPR,8/7/2014,5,KH,1,NOF,NA,NA,NA,NA,NA,NA
1858,2014,Carpenter,CPR,8/7/2014,5,KH,2,NOF,NA,NA,NA,NA,NA,NA
1860,2014,Carpenter,CPR,8/7/2014,5,KH,3,NOF,NA,NA,NA,NA,NA,NA
1861,2014,Carpenter,CPR,8/7/2014,5,KH,4,NOF,NA,NA,NA,NA,NA,NA
1864,2014,Carpenter,CPR,8/7/2014,5,KH,5,NOF,NA,NA,NA,NA,NA,NA
1865,2014,Carpenter,CPR,8/7/2014,5,KH,6,NOF,NA,NA,NA,NA,NA,NA
1866,2014,Carpenter,CPR,8/7/2014,5,KH,7,NOF,NA,NA,NA,NA,NA,NA
1867,2014,Carpenter,CPR,8/7/2014,5,KH,8,NOF,NA,NA,NA,NA,NA,NA
1868,2014,Carpenter,CPR,8/7/2014,5,KH,9,NOF,NA,NA,NA,NA,NA,NA
1871,2014,Carpenter,CPR,8/7/2014,5,KH,10,NOF,NA,NA,NA,NA,NA,2
1889,2014,Carpenter,CPS,7/10/2014,2,JL,9,NOF,NA,NA,NA,NA,NA,NA
1892,2014,Carpenter,CPS,7/10/2014,2,JL,10,NOF,NA,NA,NA,NA,NA,2
1886,2014,Carpenter,CPS,7/29/2014,3,IP,8,NOF,NA,NA,NA,NA,NA,NA
1883,2014,Carpenter,CPS,7/31/2014,4,JL,5,NOF,NA,NA,NA,NA,NA,120
1887,2014,Carpenter,CPS,7/31/2014,4,DY,8,NOF,NA,NA,NA,NA,NA,1
1872,2014,Carpenter,CPS,8/7/2014,5,KH,1,NOF,NA,NA,NA,NA,NA,180
1873,2014,Carpenter,CPS,8/7/2014,5,KH,3,NOF,NA,NA,NA,NA,NA,NA
1874,2014,Carpenter,CPS,8/7/2014,5,KH,4,NOF,NA,NA,NA,NA,NA,NA
1884,2014,Carpenter,CPS,8/7/2014,5,RM,5,NOF,NA,NA,NA,NA,NA,675
1885,2014,Carpenter,CPS,8/7/2014,5,RM,7,NOF,NA,NA,NA,NA,NA,NA
1888,2014,Carpenter,CPS,8/7/2014,5,RM,8,NOF,NA,NA,NA,NA ,NA,450
1893,2014,Carpenter,CPS,8/7/2014,5,RM,10,NOF,NA,NA,NA,NA,NA,1
1894,2014,Lookout,LB,7/1/2014,1,x,4,NOF,NA,NA,NA,NA,NA,NA
1895,2014,Lookout,LB,7/1/2014,1,x,5,NOF,NA,NA,NA,NA,NA,12
1896,2014,Lookout,LB,7/1/2014,1,x,10,NOF,NA,NA,NA,NA,NA,560
1875,2014,Lookout,LB,7/11/2014,2,RD,5,NOF,NA,NA,NA,NA,NA,124.2
1878,2014,Lookout,LB,7/18/2014,3,RD,10,NOF,NA,NA,NA,NA,NA,105
1876,2014,Lookout,LB,8/1/2014,4,JL,9,NOF,NA,NA,NA,NA,NA,22
1877,2014,Lookout,LB,8/5/2014,5,RD,9,NOF,NA,NA,NA,NA,NA,NA
1879,2014,Lookout,LB,8/5/2014,5,RD,10,NOF,NA,NA,NA,NA,NA,94.5
1898,2014,Lookout,LS,7/8/2014,1,x,4,NOF,NA,NA,NA,NA,NA,294
1899,2014,Lookout ,LS,7/8/2014,1,RM,9,NOF,NA,NA,NA,NA,NA,12
1897,2014,Lookout,LS,8/5/2014,5,x,2,NOF,NA,NA,NA,NA,NA,280
1900,2014,Frissel,M2,7/8/2014,1,x,4,NOF,NA,NA,NA,NA,NA,NA
1901,2014,Frissel,M2,7/8/2014,1,x,5,NOF,NA,NA,NA,NA,NA,105
1902,2014,Frissel,RP2,7/9/2014,1,x,6,NOF,NA,NA,NA,NA,NA,144
3005,2012,Frissel,RP1,7/17/2014,2,Linnet,8,FLW,NAVADIVA,Navarretia divaricata,3,1,3,60
2727,2012,Frissel,M2,8/2/2014,3,Andy,4,FLW,NAVADIVA,Navarretia divaricata,4,1,4,372
2705,2012,Frissel,M2,8/2/2014,3,Andy,2,FLW,NAVADIVA,Navarretia divaricata,5,1,5,222
1981,2013,Frissel,M2,7/3/2013,1,Kyra,2,FLW,NAVADIVA,Navarretia divaricata,5,1,5,5
2792,2013,Frissel,RP1,7/23/2013,4,Noelle,8,FLW,NAVADIVA,Navarretia divaricata,5,1,5,52
2690,2013,Frissel,RP1,7/11/2013,2,Scott,7,FLW,NAVADIVA,Navarretia divaricata,6,1,6,35
527,2013,Carpenter,CPM,8/6/2013,6,Kyra,3,FLW,NAVADIVA,Navarretia divaricata,3,2.5,7.5,8
1691,2013,Lookout,LS,7/2/2013,1,Scott,5,FLW,NAVADIVA,Navarretia divaricata,2,4,8,5
2875,2012,Frissel,RP1,7/9/2014,1,Andy/Brian,2,FLW,NAVADIVA,Navarretia divaricata,10,1,10,10
3195,2011,Frissel,M2,8/3/2011,3,Andy,5,FLW,NAVADIVA,Navarretia divaricata,3,4,12,65.25
2936,2012,Frissel,RP1,7/9/2014,1,Andy/Brian,9,FLW,NAVADIVA,Navarretia divaricata,14,1,14,45
3179,2011,Frissel,M2,8/4/2011,3,Andy,4,FLW,NAVADIVA,Navarretia divaricata,5,3,15,42.5
2589,2013,Frissel,RP1,7/4/2013,1,Scott,2,FLW,NAVADIVA,Navarretia divaricata,5,3.5,17.5,186
2579,2012,Frissel,M2,7/17/2014,2,Andy,2,FLW,NAVADIVA,Navarretia divaricata,20,1,20,1
2850,2012,Frissel,M2,8/9/2014,4,Andy,9,FLW,NAVADIVA,Navarretia divaricata,20,1,20,565.5
2745,2013,Frissel,RP1,7/17/2013,3,Noelle,8,FLW,NAVADIVA,Navarretia divaricata,10,2,20,66
945,2011,Cone,CNM,8/5/2011,3,Andy,3,FLW,NAVADIVA,Navarretia divaricata,18,1.2,21.6,21.6
1674,2013,Lookout,LS,7/2/2013,1,Scott,3,FLW,NAVADIVA,Navarretia divaricata,4,6,24,8
2655,2012,Frissel,M2,7/17/2014,2,Andy,8,FLW,NAVADIVA,Navarretia divaricata,25,1,25,10
2928,2013,Frissel,RP2,7/11/2013,2,ALR,6,FLW,NAVADIVA,Navarretia divaricata,28,1,28,90
471,2013,Carpenter,CPM,7/22/2013,4,ALR,5,FLW,NAVADIVA,Navarretia divaricata,30,1,30,172
2012,2013,Frissel,M2,7/3/2013,1,Kyra,5,FLW,NAVADIVA,Navarretia divaricata,65,1,65,5
2096,2013,Frissel,M2,7/11/2013,2,ALR,6,FLW,NAVADIVA,Navarretia divaricata,65,1,65,11
2050,2013,Frissel,M2,7/3/2013,1,Noelle,10,FLW,NAVADIVA,Navarretia divaricata,80,1,80,17
2796,2012,Frissel,M2,8/9/2014,4,Andy,2,FLW,NAVADIVA,Navarretia divaricata,45,2.2,99,190
2941,2012,Frissel,RP1,7/9/2014,1,Linnet,10,FLW,NAVADIVA,Navarretia divaricata,105,1,105,20.4
2594,2013,Frissel,RP1,7/4/2013,1,Scott,3,FLW,NAVADIVA,Navarretia divaricata,38,3,114,44
2762,2012,Frissel,M2,8/2/2014,3,Andy,8,FLW,NAVADIVA,Navarretia divaricata,110,1.2,132,246
1388,2013,Lookout,LO,7/2/2013,1,Noelle,9,FLW,NAVADIVA,Navarretia divaricata,135,1,135,17
2927,2012,Frissel,RP1,7/9/2014,1,Andy/Brian,8,FLW,NAVADIVA,Navarretia divaricata,105,1.3,136.5,13
1970,2013,Frissel,M2,7/3/2013,1,Kyra,1,FLW,NAVADIVA,Navarretia divaricata,150,1,150,10
2941,2013,Frissel,RP2,7/11/2013,2,Scott,8,FLW,NAVADIVA,Navarretia divaricata,39,4,156,28
2976,2013,Frissel,RP2,7/17/2013,3,ALR,6,FLW,NAVADIVA,Navarretia divaricata,170,1,170,304.5
1460,2013,Lookout,LO,7/10/2013,2,ALR,9,FLW,NAVADIVA,Navarretia divaricata,140,1.5,210,87.5
1382,2013,Lookout,LO,7/2/2013,1,Noelle,8,FLW,NAVADIVA,Navarretia divaricata,230,1,230,81
1995,2013,Frissel,M2,7/3/2013,1,Kyra,3,FLW,NAVADIVA,Navarretia divaricata,300,1,300,8
2250,2013,Frissel,M2,7/23/2013,4,Scott,7,FLW,NAVADIVA,Navarretia divaricata,80,4,320,3366
784,2012,Cone,CNM,7/24/2014,2,Andy,5,FLW,NAVADIVA,Navarretia divaricata,290,1.2,348,26
1514,2013,Lookout,LO,7/15/2013,3,Noelle,8,FLW,NAVADIVA,Navarretia divaricata,380,1,380,14
1484,2013,Lookout,LO,7/15/2013,3,Noelle,3,FLW,NAVADIVA,Navarretia divaricata,420,1,420,14
2667,2013,Frissel,RP1,7/11/2013,2,Noelle,4,FLW,NAVADIVA,Navarretia divaricata,420,1,420,158
2698,2013,Frissel,RP1,7/11/2013,2,Scott,8,FLW,NAVADIVA,Navarretia divaricata,110,4,440,5
2129,2013,Frissel,M2,7/11/2013,2,Kyra,10,FLW,NAVADIVA,Navarretia divaricata,150,3,450,115
2263,2013,Frissel,M2,7/23/2013,4,Scott,10,FLW,NAVADIVA,Navarretia divaricata,180,2.5,450,648
2772,2012,Frissel,M2,8/2/2014,3,Andy,9,FLW,NAVADIVA,Navarretia divaricata,275,1.8,495,630
1420,2013,Lookout,LO,7/10/2013,2,Noelle,3,FLW,NAVADIVA,Navarretia divaricata,510,1,510,14
2668,2012,Frissel,M2,7/17/2014,2,Andy,9,FLW,NAVADIVA,Navarretia divaricata,600,1,600,18
2003,2013,Frissel,M2,7/3/2013,1,Kyra,4,FLW,NAVADIVA,Navarretia divaricata,600,1,600,8
1397,2013,Lookout,LO,7/2/2013,1,Noelle,10,FLW,NAVADIVA,Navarretia divaricata,1000,1,1000,66
2184,2013,Frissel,M2,7/17/2013,3,Scott,7,FLW,NAVADIVA,Navarretia divaricata,275,4,1100,759
